customer_id,month,acquisition_channel,region,age_band,account_tier,monthly_fee,joined_on_promo
10553,2024-07,Comparison Site,North,25-34,Silver,0,TRUE
10554,2024-07,Online,Wales & NI,25-34,Gold,18,FALSE
10555,2024-07,Comparison Site,Scotland,55-64,Classic,0,TRUE
10556,2024-07,Branch,London,25-34,Platinum,28,FALSE
10557,2024-07,Referral,London,35-44,Platinum,28,FALSE
10558,2024-07,Outbound,Wales & NI,45-54,Gold,0,TRUE
10559,2024-07,Comparison Site,South East,65+,Classic,0,FALSE
10560,2024-07,Comparison Site,Midlands,25-34,Silver,0,TRUE
10561,2024-07,Outbound,London,35-44,Silver,0,TRUE
10562,2024-07,Branch,North,18-24,Platinum,28,FALSE
10563,2024-07,Comparison Site,Wales & NI,55-64,Gold,0,TRUE
10564,2024-07,Referral,South East,25-34,Gold,0,TRUE
10565,2024-07,Online,South East,18-24,Gold,0,TRUE
10566,2024-07,Broker/IFA,South East,25-34,Gold,18,FALSE
10567,2024-07,Branch,London,55-64,Classic,0,FALSE
10568,2024-07,Online,South East,18-24,Classic,0,FALSE
10569,2024-07,Branch,London,25-34,Platinum,0,TRUE
10571,2024-07,Outbound,London,35-44,Silver,0,TRUE
10572,2024-07,Online,London,18-24,Silver,11,FALSE
10573,2024-07,Branch,South East,18-24,Classic,0,TRUE
10574,2024-07,Online,South East,35-44,Platinum,28,FALSE
10575,2024-07,Broker/IFA,North,45-54,Gold,18,FALSE
10576,2024-07,Online,London,45-54,Classic,0,FALSE
10577,2024-07,Branch,North,65+,Silver,11,FALSE
10578,2024-07,Referral,North,65+,Platinum,28,FALSE
10579,2024-07,Referral,London,25-34,Gold,0,TRUE
10581,2024-07,Branch,Midlands,18-24,Gold,0,TRUE
10583,2024-07,Referral,London,25-34,Platinum,28,FALSE
10584,2024-07,Outbound,North,65+,Gold,0,TRUE
10585,2024-07,Branch,Midlands,55-64,Gold,18,FALSE
10586,2024-07,Comparison Site,London,25-34,Classic,0,TRUE
10587,2024-07,Online,London,45-54,Silver,11,FALSE
10588,2024-07,Online,London,25-34,Silver,11,FALSE
10589,2024-07,Online,London,45-54,Silver,0,TRUE
10590,2024-07,Branch,Scotland,45-54,Gold,18,FALSE
10591,2024-07,Comparison Site,London,35-44,Gold,0,TRUE
10592,2024-07,Online,North,65+,Gold,0,TRUE
10593,2024-07,Comparison Site,Midlands,25-34,Gold,0,TRUE
10594,2024-07,Referral,Wales & NI,25-34,Silver,11,FALSE
10595,2024-07,Online,Scotland,45-54,Silver,0,TRUE
10596,2024-07,Online,Midlands,35-44,Silver,11,FALSE
10597,2024-07,Online,Wales & NI,18-24,Silver,0,TRUE
10598,2024-07,Comparison Site,London,65+,Gold,0,TRUE
10599,2024-07,Comparison Site,North,25-34,Silver,0,TRUE
10600,2024-07,Comparison Site,North,25-34,Silver,0,TRUE
10601,2024-07,Comparison Site,South East,45-54,Silver,11,FALSE
10602,2024-07,Outbound,North,45-54,Gold,0,TRUE
10603,2024-07,Online,North,25-34,Platinum,28,FALSE
10605,2024-07,Comparison Site,North,45-54,Silver,11,FALSE
10606,2024-07,Referral,Midlands,18-24,Silver,11,FALSE
10607,2024-07,Outbound,North,65+,Classic,0,TRUE
10608,2024-07,Comparison Site,Wales & NI,25-34,Classic,0,FALSE
10609,2024-07,Outbound,North,35-44,Platinum,0,TRUE
10610,2024-07,Outbound,North,35-44,Silver,0,TRUE
10611,2024-07,Outbound,North,65+,Silver,0,TRUE
10614,2024-07,Online,Scotland,25-34,Gold,0,TRUE
10615,2024-07,Outbound,Midlands,35-44,Silver,11,FALSE
10616,2024-07,Comparison Site,South East,25-34,Silver,0,TRUE
10617,2024-07,Online,South East,55-64,Platinum,0,TRUE
10618,2024-07,Branch,Midlands,25-34,Silver,11,FALSE
10619,2024-07,Branch,Midlands,45-54,Gold,18,FALSE
10620,2024-07,Outbound,Wales & NI,55-64,Silver,11,FALSE
10621,2024-07,Online,Wales & NI,35-44,Silver,0,TRUE
10622,2024-07,Referral,Midlands,45-54,Silver,11,FALSE
10623,2024-07,Branch,Midlands,35-44,Silver,11,FALSE
10624,2024-07,Comparison Site,London,18-24,Silver,0,TRUE
10625,2024-07,Online,Midlands,25-34,Platinum,28,FALSE
10626,2024-07,Online,London,45-54,Classic,0,FALSE
10627,2024-07,Comparison Site,North,45-54,Gold,18,FALSE
10628,2024-07,Branch,London,45-54,Classic,0,TRUE
10629,2024-07,Referral,North,25-34,Gold,0,TRUE
10630,2024-07,Comparison Site,Wales & NI,45-54,Gold,18,FALSE
10631,2024-07,Referral,London,35-44,Platinum,28,FALSE
10632,2024-07,Comparison Site,North,55-64,Gold,18,FALSE
10633,2024-07,Comparison Site,South East,35-44,Silver,0,TRUE
10634,2024-07,Online,Scotland,35-44,Platinum,28,FALSE
10635,2024-07,Referral,South East,65+,Silver,11,FALSE
10636,2024-07,Broker/IFA,London,35-44,Platinum,28,FALSE
10637,2024-07,Referral,London,25-34,Platinum,28,FALSE
10638,2024-07,Referral,North,25-34,Silver,11,FALSE
10639,2024-07,Broker/IFA,North,25-34,Platinum,28,FALSE
10640,2024-07,Online,South East,35-44,Silver,0,TRUE
10641,2024-07,Branch,North,45-54,Classic,0,FALSE
10643,2024-07,Comparison Site,London,25-34,Gold,0,TRUE
10644,2024-07,Online,North,55-64,Classic,0,FALSE
10645,2024-07,Branch,North,35-44,Silver,0,TRUE
10646,2024-07,Comparison Site,North,35-44,Classic,0,TRUE
10647,2024-07,Online,London,25-34,Silver,0,TRUE
10648,2024-07,Outbound,London,45-54,Classic,0,TRUE
10649,2024-07,Online,North,55-64,Platinum,28,FALSE
10650,2024-07,Referral,North,35-44,Silver,0,TRUE
10651,2024-07,Outbound,Midlands,45-54,Classic,0,TRUE
10652,2024-07,Online,Scotland,45-54,Classic,0,FALSE
10654,2024-07,Broker/IFA,Wales & NI,65+,Platinum,28,FALSE
10655,2024-07,Online,South East,65+,Silver,0,TRUE
10656,2024-07,Broker/IFA,North,45-54,Platinum,28,FALSE
10657,2024-07,Online,North,45-54,Gold,18,FALSE
10658,2024-07,Outbound,Scotland,35-44,Classic,0,TRUE
10659,2024-07,Outbound,Scotland,25-34,Platinum,0,TRUE
10662,2024-07,Comparison Site,Midlands,65+,Silver,0,TRUE
10664,2024-07,Comparison Site,South East,25-34,Classic,0,FALSE
10666,2024-07,Outbound,Midlands,25-34,Silver,11,FALSE
10667,2024-07,Branch,London,18-24,Gold,18,FALSE
10669,2024-07,Outbound,South East,25-34,Silver,0,TRUE
10670,2024-07,Comparison Site,Scotland,18-24,Silver,0,TRUE
10671,2024-07,Comparison Site,South East,45-54,Gold,0,TRUE
10672,2024-07,Online,Scotland,35-44,Silver,11,FALSE
10673,2024-07,Online,London,55-64,Silver,11,FALSE
10675,2024-07,Online,South East,25-34,Gold,0,TRUE
10676,2024-07,Branch,Scotland,18-24,Gold,18,FALSE
10677,2024-07,Comparison Site,Scotland,45-54,Classic,0,TRUE
10678,2024-07,Comparison Site,South East,18-24,Classic,0,TRUE
10680,2024-07,Online,Scotland,45-54,Gold,18,FALSE
10683,2024-07,Online,Midlands,25-34,Classic,0,TRUE
10684,2024-07,Outbound,North,45-54,Silver,11,FALSE
10685,2024-07,Outbound,Wales & NI,65+,Gold,18,FALSE
10686,2024-07,Comparison Site,South East,65+,Classic,0,TRUE
10687,2024-07,Online,North,35-44,Silver,0,TRUE
10689,2024-07,Outbound,South East,18-24,Silver,0,TRUE
10690,2024-07,Referral,Midlands,45-54,Silver,11,FALSE
10691,2024-07,Broker/IFA,Midlands,18-24,Silver,11,FALSE
10693,2024-07,Referral,Midlands,45-54,Platinum,0,TRUE
10694,2024-07,Online,Midlands,55-64,Silver,0,TRUE
10696,2024-07,Branch,North,65+,Platinum,28,FALSE
10697,2024-07,Referral,London,35-44,Silver,11,FALSE
10698,2024-07,Outbound,London,45-54,Platinum,28,FALSE
10700,2024-07,Branch,Scotland,45-54,Silver,11,FALSE
10701,2024-07,Branch,London,55-64,Gold,18,FALSE
10702,2024-07,Referral,London,18-24,Gold,0,TRUE
10703,2024-07,Broker/IFA,South East,65+,Gold,18,FALSE
10704,2024-07,Comparison Site,Midlands,35-44,Classic,0,TRUE
10705,2024-07,Branch,Wales & NI,65+,Gold,18,FALSE
10706,2024-07,Broker/IFA,Scotland,25-34,Gold,18,FALSE
10707,2024-07,Outbound,London,18-24,Classic,0,FALSE
10708,2024-07,Comparison Site,London,18-24,Silver,0,TRUE
10711,2024-07,Referral,London,35-44,Platinum,0,TRUE
10712,2024-07,Online,London,25-34,Silver,11,FALSE
10713,2024-07,Branch,North,35-44,Platinum,28,FALSE
10714,2024-07,Online,Midlands,55-64,Classic,0,FALSE
10716,2024-07,Online,London,55-64,Silver,11,FALSE
10717,2024-07,Online,London,45-54,Silver,0,TRUE
10718,2024-07,Referral,South East,45-54,Silver,0,TRUE
10719,2024-07,Comparison Site,London,45-54,Classic,0,TRUE
10721,2024-07,Comparison Site,Midlands,25-34,Platinum,0,TRUE
10722,2024-07,Referral,Scotland,35-44,Silver,11,FALSE
10723,2024-07,Branch,London,18-24,Silver,11,FALSE
10724,2024-07,Comparison Site,London,25-34,Classic,0,FALSE
10726,2024-07,Comparison Site,London,18-24,Classic,0,TRUE
10727,2024-07,Online,North,45-54,Gold,0,TRUE
10728,2024-07,Branch,North,45-54,Gold,0,TRUE
10729,2024-07,Branch,South East,18-24,Silver,11,FALSE
10730,2024-07,Outbound,North,65+,Silver,0,TRUE
10731,2024-07,Online,London,35-44,Platinum,28,FALSE
10732,2024-07,Broker/IFA,Midlands,18-24,Platinum,28,FALSE
10733,2024-07,Online,Midlands,25-34,Gold,18,FALSE
10734,2024-07,Online,South East,25-34,Classic,0,TRUE
10735,2024-07,Branch,South East,65+,Silver,11,FALSE
10736,2024-07,Online,Midlands,25-34,Classic,0,FALSE
10737,2024-07,Referral,Midlands,45-54,Silver,11,FALSE
10738,2024-07,Online,Wales & NI,65+,Classic,0,TRUE
10739,2024-07,Online,Scotland,18-24,Silver,0,TRUE
10740,2024-07,Branch,London,18-24,Silver,11,FALSE
10741,2024-07,Branch,South East,45-54,Gold,18,FALSE
10742,2024-07,Online,North,18-24,Classic,0,FALSE
10743,2024-07,Branch,Midlands,35-44,Silver,11,FALSE
10744,2024-07,Online,Midlands,35-44,Platinum,28,FALSE
10745,2024-07,Outbound,Midlands,65+,Classic,0,TRUE
10747,2024-07,Referral,London,35-44,Gold,18,FALSE
10749,2024-07,Comparison Site,Scotland,65+,Silver,0,TRUE
10750,2024-07,Branch,North,25-34,Silver,11,FALSE
10751,2024-07,Referral,Midlands,25-34,Classic,0,FALSE
10752,2024-07,Branch,Midlands,25-34,Gold,18,FALSE
10753,2024-07,Outbound,North,18-24,Silver,0,TRUE
10754,2024-07,Comparison Site,London,35-44,Silver,0,TRUE
10756,2024-07,Online,London,35-44,Gold,18,FALSE
10757,2024-07,Comparison Site,South East,25-34,Silver,0,TRUE
10758,2024-07,Outbound,Scotland,35-44,Classic,0,FALSE
10761,2024-07,Comparison Site,South East,35-44,Classic,0,TRUE
10762,2024-07,Online,Midlands,35-44,Silver,0,TRUE
10764,2024-07,Comparison Site,South East,18-24,Silver,11,FALSE
10765,2024-07,Online,Wales & NI,18-24,Silver,0,TRUE
10766,2024-07,Online,Midlands,35-44,Silver,0,TRUE
10767,2024-07,Online,Midlands,55-64,Gold,0,TRUE
10768,2024-07,Comparison Site,South East,55-64,Classic,0,FALSE
10769,2024-07,Comparison Site,Scotland,25-34,Classic,0,TRUE
10770,2024-07,Outbound,South East,35-44,Silver,11,FALSE
10772,2024-07,Referral,Wales & NI,45-54,Gold,18,FALSE
10773,2024-07,Comparison Site,South East,65+,Classic,0,FALSE
10774,2024-07,Comparison Site,Midlands,25-34,Classic,0,TRUE
10775,2024-07,Referral,South East,25-34,Classic,0,FALSE
10776,2024-07,Comparison Site,Midlands,25-34,Classic,0,TRUE
10777,2024-07,Comparison Site,Midlands,65+,Silver,0,TRUE
10778,2024-07,Comparison Site,North,45-54,Silver,11,FALSE
10779,2024-07,Referral,North,55-64,Silver,11,FALSE
10780,2024-07,Online,London,25-34,Classic,0,TRUE
10781,2024-07,Online,South East,55-64,Classic,0,FALSE
10782,2024-07,Online,London,25-34,Gold,0,TRUE
10783,2024-07,Broker/IFA,North,18-24,Platinum,28,FALSE
10784,2024-07,Online,North,18-24,Gold,18,FALSE
10786,2024-07,Online,Scotland,45-54,Gold,0,TRUE
10787,2024-07,Outbound,North,45-54,Gold,18,FALSE
10788,2024-07,Online,North,45-54,Gold,18,FALSE
10789,2024-07,Online,North,45-54,Classic,0,TRUE
10790,2024-07,Outbound,Midlands,65+,Gold,18,FALSE
10791,2024-07,Online,South East,65+,Classic,0,TRUE
10792,2024-07,Branch,London,65+,Classic,0,FALSE
10793,2024-07,Branch,Midlands,18-24,Gold,18,FALSE
10794,2024-07,Online,London,18-24,Silver,11,FALSE
10795,2024-07,Online,London,35-44,Gold,0,TRUE
10797,2024-07,Comparison Site,London,25-34,Classic,0,TRUE
10798,2024-07,Broker/IFA,Wales & NI,35-44,Platinum,28,FALSE
10799,2024-07,Comparison Site,Midlands,18-24,Silver,11,FALSE
10801,2024-07,Comparison Site,Scotland,25-34,Silver,11,FALSE
10802,2024-07,Comparison Site,South East,35-44,Gold,0,TRUE
10803,2024-07,Comparison Site,North,45-54,Silver,0,TRUE
10804,2024-07,Branch,North,65+,Silver,11,FALSE
10805,2024-07,Comparison Site,Midlands,55-64,Silver,0,TRUE
10807,2024-07,Comparison Site,North,45-54,Silver,11,FALSE
10808,2024-07,Outbound,South East,35-44,Silver,0,TRUE
10809,2024-07,Online,North,45-54,Silver,11,FALSE
10810,2024-07,Outbound,South East,35-44,Gold,18,FALSE
10811,2024-07,Branch,Midlands,18-24,Gold,18,FALSE
10812,2024-07,Comparison Site,South East,55-64,Gold,0,TRUE
10813,2024-07,Online,North,25-34,Classic,0,TRUE
10815,2024-07,Branch,London,25-34,Classic,0,FALSE
10816,2024-07,Comparison Site,London,35-44,Classic,0,TRUE
10817,2024-07,Comparison Site,South East,25-34,Classic,0,FALSE
10819,2024-07,Branch,Wales & NI,25-34,Platinum,28,FALSE
10820,2024-07,Comparison Site,London,18-24,Classic,0,TRUE
10821,2024-07,Online,South East,55-64,Silver,0,TRUE
10822,2024-07,Outbound,London,45-54,Classic,0,FALSE
10823,2024-07,Referral,Scotland,45-54,Classic,0,FALSE
10825,2024-07,Outbound,Midlands,35-44,Classic,0,TRUE
10826,2024-07,Branch,South East,35-44,Gold,18,FALSE
10827,2024-07,Outbound,Wales & NI,45-54,Silver,0,TRUE
10828,2024-07,Comparison Site,London,35-44,Silver,0,TRUE
10830,2024-07,Online,South East,45-54,Gold,18,FALSE
10832,2024-07,Online,North,35-44,Platinum,28,FALSE
10834,2024-07,Outbound,South East,65+,Classic,0,FALSE
10835,2024-07,Branch,South East,65+,Platinum,28,FALSE
10836,2024-07,Online,Wales & NI,65+,Silver,0,TRUE
10837,2024-07,Branch,Wales & NI,55-64,Gold,0,TRUE
10838,2024-07,Branch,London,25-34,Platinum,0,TRUE
10839,2024-07,Branch,Wales & NI,45-54,Gold,18,FALSE
10840,2024-07,Comparison Site,North,35-44,Classic,0,FALSE
10842,2024-07,Comparison Site,London,18-24,Gold,18,FALSE
10843,2024-07,Online,London,18-24,Silver,11,FALSE
10844,2024-07,Comparison Site,Midlands,25-34,Silver,0,TRUE
10845,2024-07,Branch,Scotland,45-54,Gold,18,FALSE
10846,2024-07,Online,North,35-44,Gold,0,TRUE
10847,2024-07,Referral,South East,35-44,Platinum,28,FALSE
10848,2024-07,Branch,Scotland,25-34,Gold,18,FALSE
10849,2024-07,Referral,Wales & NI,25-34,Gold,18,FALSE
10850,2024-07,Referral,Midlands,35-44,Silver,11,FALSE
10851,2024-07,Branch,South East,65+,Classic,0,FALSE
10852,2024-07,Comparison Site,London,55-64,Gold,18,FALSE
10853,2024-07,Comparison Site,Midlands,45-54,Silver,11,FALSE
10854,2024-07,Branch,Scotland,18-24,Gold,18,FALSE
10855,2024-07,Comparison Site,Wales & NI,18-24,Gold,18,FALSE
10857,2024-07,Outbound,South East,45-54,Platinum,0,TRUE
10858,2024-07,Branch,North,45-54,Classic,0,TRUE
10859,2024-07,Outbound,North,55-64,Classic,0,FALSE
10860,2024-07,Online,South East,45-54,Silver,11,FALSE
10861,2024-07,Outbound,North,55-64,Silver,11,FALSE
10862,2024-07,Comparison Site,North,45-54,Gold,18,FALSE
10863,2024-07,Comparison Site,South East,25-34,Gold,18,FALSE
10864,2024-07,Online,South East,25-34,Silver,11,FALSE
10865,2024-07,Online,London,25-34,Gold,18,FALSE
10868,2024-07,Branch,North,25-34,Gold,18,FALSE
10869,2024-07,Branch,North,25-34,Platinum,28,FALSE
10870,2024-07,Broker/IFA,Midlands,18-24,Gold,18,FALSE
10871,2024-07,Comparison Site,South East,35-44,Classic,0,FALSE
10872,2024-07,Branch,South East,35-44,Gold,18,FALSE
10873,2024-07,Online,North,35-44,Classic,0,FALSE
10874,2024-07,Broker/IFA,Midlands,25-34,Platinum,28,FALSE
10875,2024-07,Comparison Site,Midlands,55-64,Gold,0,TRUE
10876,2024-07,Comparison Site,Scotland,25-34,Classic,0,FALSE
10877,2024-07,Outbound,South East,35-44,Classic,0,FALSE
10878,2024-07,Comparison Site,Midlands,18-24,Silver,0,TRUE
10879,2024-07,Online,Scotland,45-54,Gold,18,FALSE
10880,2024-07,Comparison Site,North,35-44,Silver,11,FALSE
10881,2024-07,Comparison Site,South East,35-44,Silver,11,FALSE
10882,2024-07,Online,London,45-54,Platinum,28,FALSE
10883,2024-07,Online,South East,65+,Silver,11,FALSE
10884,2024-07,Branch,Wales & NI,18-24,Platinum,0,TRUE
10885,2024-07,Online,Wales & NI,45-54,Platinum,28,FALSE
10886,2024-07,Online,North,35-44,Platinum,28,FALSE
10887,2024-07,Online,Midlands,55-64,Gold,18,FALSE
10888,2024-07,Broker/IFA,Scotland,18-24,Platinum,28,FALSE
10889,2024-07,Referral,Scotland,35-44,Gold,0,TRUE
10890,2024-07,Branch,London,25-34,Gold,18,FALSE
10891,2024-07,Online,Midlands,25-34,Classic,0,FALSE
10892,2024-07,Online,South East,18-24,Silver,11,FALSE
10893,2024-07,Comparison Site,London,35-44,Silver,0,TRUE
10894,2024-07,Online,Midlands,35-44,Gold,18,FALSE
10895,2024-07,Comparison Site,North,35-44,Classic,0,TRUE
10896,2024-07,Comparison Site,South East,45-54,Silver,0,TRUE
10897,2024-07,Outbound,Wales & NI,25-34,Silver,11,FALSE
10898,2024-07,Comparison Site,Scotland,25-34,Silver,0,TRUE
10899,2024-07,Outbound,London,45-54,Classic,0,TRUE
10900,2024-07,Online,North,25-34,Classic,0,FALSE
10901,2024-07,Online,Midlands,35-44,Classic,0,FALSE
10902,2024-07,Online,Midlands,45-54,Gold,18,FALSE
10903,2024-07,Outbound,North,25-34,Silver,11,FALSE
10904,2024-07,Online,Wales & NI,35-44,Silver,11,FALSE
10905,2024-07,Online,Midlands,45-54,Gold,0,TRUE
10906,2024-07,Online,North,45-54,Gold,18,FALSE
10907,2024-07,Online,Midlands,45-54,Gold,0,TRUE
10908,2024-07,Comparison Site,North,45-54,Gold,0,TRUE
10909,2024-07,Outbound,London,25-34,Classic,0,FALSE
10910,2024-07,Outbound,Scotland,25-34,Classic,0,TRUE
10911,2024-07,Outbound,North,18-24,Gold,0,TRUE
10913,2024-07,Referral,Midlands,65+,Classic,0,FALSE
10914,2024-07,Online,Midlands,25-34,Silver,11,FALSE
10916,2024-07,Online,London,55-64,Silver,0,TRUE
10917,2024-07,Branch,Wales & NI,45-54,Platinum,28,FALSE
10919,2024-07,Comparison Site,Scotland,35-44,Platinum,0,TRUE
10920,2024-07,Comparison Site,South East,25-34,Silver,0,TRUE
10921,2024-07,Branch,London,25-34,Silver,11,FALSE
10922,2024-07,Outbound,London,35-44,Classic,0,FALSE
10923,2024-07,Branch,North,45-54,Platinum,28,FALSE
10924,2024-07,Comparison Site,North,25-34,Silver,0,TRUE
10925,2024-07,Referral,London,45-54,Platinum,28,FALSE
10926,2024-07,Broker/IFA,London,45-54,Platinum,28,FALSE
10927,2024-07,Comparison Site,South East,35-44,Silver,0,TRUE
10928,2024-07,Comparison Site,North,35-44,Classic,0,TRUE
10929,2024-07,Comparison Site,Wales & NI,45-54,Silver,0,TRUE
10930,2024-07,Comparison Site,North,18-24,Gold,0,TRUE
10931,2024-07,Online,South East,55-64,Platinum,28,FALSE
10932,2024-07,Online,South East,25-34,Silver,0,TRUE
10933,2024-07,Comparison Site,Wales & NI,35-44,Platinum,28,FALSE
10934,2024-07,Online,Scotland,25-34,Silver,11,FALSE
10938,2024-07,Online,South East,18-24,Gold,18,FALSE
10939,2024-07,Broker/IFA,North,18-24,Gold,18,FALSE
10941,2024-07,Comparison Site,Midlands,35-44,Silver,0,TRUE
10942,2024-07,Referral,London,25-34,Gold,18,FALSE
10943,2024-07,Outbound,Scotland,25-34,Gold,18,FALSE
10944,2024-07,Online,Scotland,35-44,Platinum,28,FALSE
10946,2024-07,Branch,Midlands,18-24,Classic,0,FALSE
10947,2024-07,Online,London,25-34,Silver,0,TRUE
10948,2024-07,Online,Midlands,65+,Silver,0,TRUE
10949,2024-07,Online,South East,25-34,Silver,11,FALSE
10950,2024-07,Comparison Site,North,55-64,Classic,0,TRUE
10951,2024-07,Outbound,South East,35-44,Classic,0,FALSE
10952,2024-07,Comparison Site,South East,25-34,Silver,0,TRUE
10953,2024-07,Referral,London,65+,Gold,18,FALSE
10954,2024-07,Comparison Site,North,35-44,Silver,11,FALSE
10955,2024-07,Comparison Site,Scotland,18-24,Classic,0,TRUE
10956,2024-07,Comparison Site,London,55-64,Silver,0,TRUE
10957,2024-07,Comparison Site,South East,45-54,Classic,0,FALSE
10958,2024-07,Branch,North,65+,Gold,18,FALSE
10959,2024-07,Comparison Site,London,35-44,Silver,0,TRUE
10961,2024-07,Outbound,London,35-44,Classic,0,FALSE
10962,2024-07,Branch,London,35-44,Gold,18,FALSE
10963,2024-07,Comparison Site,London,55-64,Classic,0,TRUE
10964,2024-07,Referral,Midlands,25-34,Classic,0,FALSE
10965,2024-07,Online,Midlands,55-64,Silver,11,FALSE
10966,2024-07,Comparison Site,Scotland,18-24,Silver,11,FALSE
10967,2024-07,Outbound,London,35-44,Silver,0,TRUE
10968,2024-07,Comparison Site,Wales & NI,45-54,Classic,0,TRUE
10969,2024-07,Branch,Midlands,18-24,Silver,11,FALSE
10970,2024-07,Referral,North,35-44,Classic,0,FALSE
10971,2024-07,Referral,Scotland,65+,Gold,18,FALSE
10972,2024-07,Branch,London,18-24,Classic,0,FALSE
10973,2024-07,Comparison Site,North,55-64,Classic,0,TRUE
10974,2024-07,Branch,South East,35-44,Silver,11,FALSE
10975,2024-07,Outbound,London,25-34,Gold,0,TRUE
10976,2024-07,Branch,North,45-54,Gold,18,FALSE
10977,2024-07,Online,Wales & NI,18-24,Classic,0,FALSE
10978,2024-07,Broker/IFA,Wales & NI,55-64,Gold,18,FALSE
10979,2024-07,Broker/IFA,London,25-34,Gold,18,FALSE
10981,2024-07,Comparison Site,London,45-54,Silver,0,TRUE
10982,2024-07,Broker/IFA,North,18-24,Gold,18,FALSE
10983,2024-07,Online,Scotland,35-44,Classic,0,TRUE
10984,2024-07,Branch,London,25-34,Gold,18,FALSE
10987,2024-07,Comparison Site,Midlands,25-34,Classic,0,TRUE
10988,2024-07,Online,North,18-24,Silver,0,TRUE
10989,2024-07,Comparison Site,Midlands,35-44,Silver,0,TRUE
10990,2024-07,Comparison Site,South East,65+,Gold,18,FALSE
10991,2024-07,Comparison Site,North,35-44,Classic,0,FALSE
10992,2024-07,Online,North,55-64,Gold,18,FALSE
10994,2024-07,Referral,London,45-54,Platinum,0,TRUE
10995,2024-07,Broker/IFA,North,55-64,Platinum,28,FALSE
10996,2024-07,Referral,Scotland,45-54,Gold,18,FALSE
10997,2024-07,Broker/IFA,North,65+,Platinum,28,FALSE
10998,2024-07,Branch,Midlands,25-34,Classic,0,FALSE
10999,2024-07,Online,Scotland,25-34,Classic,0,FALSE
11000,2024-07,Online,Midlands,35-44,Silver,11,FALSE
11001,2024-07,Online,South East,25-34,Silver,11,FALSE
11002,2024-07,Online,North,18-24,Classic,0,TRUE
11003,2024-07,Online,Midlands,35-44,Silver,11,FALSE
11004,2024-07,Comparison Site,South East,18-24,Classic,0,FALSE
11005,2024-07,Comparison Site,South East,35-44,Silver,11,FALSE
11007,2024-07,Referral,North,45-54,Silver,11,FALSE
11008,2024-07,Online,London,35-44,Classic,0,FALSE
11009,2024-07,Broker/IFA,Midlands,55-64,Gold,18,FALSE
11010,2024-07,Broker/IFA,London,35-44,Platinum,0,TRUE
11011,2024-07,Branch,London,55-64,Platinum,28,FALSE
11012,2024-07,Comparison Site,South East,18-24,Silver,11,FALSE
11013,2024-07,Outbound,Wales & NI,25-34,Silver,0,TRUE
11014,2024-07,Comparison Site,Midlands,45-54,Classic,0,FALSE
11015,2024-07,Comparison Site,Wales & NI,45-54,Silver,0,TRUE
11016,2024-07,Branch,Midlands,18-24,Platinum,28,FALSE
11017,2024-07,Outbound,London,35-44,Gold,0,TRUE
11018,2024-07,Referral,London,55-64,Silver,0,TRUE
11020,2024-07,Online,Scotland,35-44,Classic,0,TRUE
11021,2024-07,Branch,Midlands,45-54,Gold,18,FALSE
11022,2024-07,Comparison Site,London,45-54,Gold,0,TRUE
11025,2024-07,Comparison Site,South East,45-54,Silver,0,TRUE
11026,2024-07,Comparison Site,Wales & NI,45-54,Classic,0,FALSE
11027,2024-07,Online,South East,18-24,Platinum,28,FALSE
11028,2024-07,Online,Scotland,65+,Platinum,28,FALSE
11030,2024-07,Online,London,55-64,Silver,11,FALSE
11031,2024-07,Online,London,45-54,Platinum,28,FALSE
11033,2024-07,Referral,North,18-24,Platinum,28,FALSE
11034,2024-07,Branch,Midlands,35-44,Gold,18,FALSE
11035,2024-07,Comparison Site,North,45-54,Classic,0,TRUE
11036,2024-07,Branch,London,45-54,Silver,11,FALSE
11037,2024-07,Online,London,25-34,Silver,11,FALSE
11038,2024-07,Online,London,35-44,Gold,18,FALSE
11039,2024-07,Online,South East,55-64,Classic,0,TRUE
11040,2024-07,Online,North,18-24,Silver,11,FALSE
11041,2024-07,Branch,South East,45-54,Gold,18,FALSE
11042,2024-07,Comparison Site,South East,25-34,Gold,18,FALSE
11043,2024-07,Branch,London,35-44,Silver,11,FALSE
11044,2024-07,Online,Midlands,18-24,Platinum,28,FALSE
11045,2024-07,Branch,South East,18-24,Silver,0,TRUE
11046,2024-07,Comparison Site,London,25-34,Classic,0,FALSE
11047,2024-07,Online,North,35-44,Silver,0,TRUE
11048,2024-07,Branch,North,35-44,Gold,18,FALSE
11049,2024-07,Comparison Site,South East,65+,Classic,0,TRUE
11050,2024-07,Branch,London,55-64,Gold,0,TRUE
11051,2024-07,Branch,North,25-34,Platinum,28,FALSE
11052,2024-07,Comparison Site,North,65+,Silver,11,FALSE
11054,2024-07,Online,Scotland,45-54,Gold,18,FALSE
11055,2024-07,Outbound,Scotland,25-34,Silver,0,TRUE
11056,2024-07,Outbound,North,35-44,Silver,0,TRUE
11057,2024-07,Online,North,65+,Silver,0,TRUE
11058,2024-07,Branch,North,55-64,Gold,18,FALSE
11059,2024-07,Comparison Site,Midlands,45-54,Classic,0,TRUE
11060,2024-07,Outbound,Wales & NI,25-34,Gold,0,TRUE
11061,2024-07,Comparison Site,North,25-34,Gold,0,TRUE
11062,2024-07,Outbound,Midlands,35-44,Platinum,28,FALSE
11063,2024-07,Comparison Site,London,45-54,Silver,0,TRUE
11064,2024-07,Outbound,South East,35-44,Classic,0,FALSE
